rgm_ppg,subcategory_nm,format,brand_nm,uom,pack_size,pack_count,total_revenue,group,group_name,price_tier,shelf_presence,bumpiness,price_moves,growth,seasonality,shelf_trend,promo_activity,promo_share,promo_lift
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_60AD950D | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_CD4F119F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,100,1,3024950.25,1,Steady core,0.3611,1.4437,0.4209,0.6351,-0.0022,0.3107,0.0011,0.8118,0.5076,0.3823
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_028C9CCB | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,44,1,1322661.35,2,Shrinking shelf,0.8229,52.2868,1.0781,0.5243,0.0222,0.4975,-2.6789,30.261,0.8158,0.6992
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_21D82E4F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,10,1,63189.63,1,Steady core,0.809,0.5648,0.3046,0.7674,-0.0157,0.6767,-0.0463,0.023,0.034,0.002
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_43CEB958 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,50,1,279605.47,2,Shrinking shelf,0.1701,13.4463,0.3811,1.3123,0.0273,0.0782,-0.4794,4.7991,0.4213,-0.1793
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_7FE34FAD | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,70,1,4247900.8532,2,Shrinking shelf,0.4028,32.6036,1.2429,0.9289,0.0259,0.1812,-1.3055,19.5294,0.7863,-0.0755
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_93502A11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,85,1,70339.62,1,Steady core,0.0451,0.6142,0.035,0.6143,-0.0002,0.1604,-0.0006,0.1957,0.3146,0.0073
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_A718BD30 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,25,1,381491.8278,1,Steady core,0.4618,14.2677,0.4805,0.8741,0.016,0.0138,-0.3883,8.095,0.5131,-0.5874
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_CD4F119F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,100,1,177753.08,1,Steady core,0.0694,0.6894,0.1616,0.8331,-0.0003,0.3307,-0.0093,0.2927,0.4197,0.0197
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_028C9CCB | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,44,1,2509694.9684,2,Shrinking shelf,0.625,31.3746,1.431,0.9153,0.0464,0.1931,-1.853,19.286,0.8086,0.6034
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_43CEB958 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,50,1,2391034.2788,1,Steady core,0.3958,23.4113,0.8326,0.9054,0.0117,0.1632,-0.3918,10.8076,0.5979,0.0457
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_7FE34FAD | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,70,1,3836473.6645,2,Shrinking shelf,0.3368,23.6827,1.582,1.0157,0.0214,0.1311,-0.7712,13.0703,0.7623,-0.2556
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_93502A11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,85,1,3206553.2115,1,Steady core,0.7569,18.5234,0.6203,0.3408,-0.0137,0.0211,0.2316,3.3164,0.3275,-0.6592
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_A718BD30 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,25,1,385625.28,2,Shrinking shelf,0.5764,22.2972,0.6426,0.7038,0.0696,0.114,-1.2119,9.618,0.604,0.014
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_61187E85 | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_CD4F119F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,100,1,142320.85,1,Steady core,0.059,0.5798,0.0746,0.8635,0.0003,0.2963,-0.0011,0.1477,0.2427,0.0221
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_63A4BAD8 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_43CEB958 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,50,1,112082.2857,1,Steady core,0.2639,0.2597,0.1099,0.5267,-0.005,0.1078,-0.0062,0.0123,0.0348,0.0159
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_6D9F6599 | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_04AA706D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,68,1,4706800.4727,2,Shrinking shelf,0.5382,45.2294,0.6202,0.6688,0.015,0.0586,-0.7432,8.678,0.13,0.034
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_6D9F6599 | PPG_ATTR6_92B72C5A | PPG_ATTR7_D46B39B6 | PPG_ATTR8_43CEB958 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,50,1,103610.0,1,Steady core,0.1736,0.2361,0.3149,0.8997,-0.0174,0.0231,-0.0142,0.0008,0.0012,0.0005
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_70E0660B | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_F7542FE0 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,27,1,9202.318,1,Steady core,0.0486,0.0457,0.0393,0.471,-0.0005,0.2321,-0.0003,0.0087,0.2056,0.0063
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_72780D54 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_24719C82 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,46,1,552505.33,2,Shrinking shelf,0.5069,44.5506,0.4019,0.637,0.0236,0.0277,-0.6664,13.6209,0.3935,-0.1553
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_72780D54 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_65ED6200 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,42,1,125040.54,1,Steady core,0.5521,45.7389,0.162,0.2921,-0.0059,0.4854,0.3231,13.5972,0.3424,0.2124
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_837C07F1 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_815FCC11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,30,1,30274.72,1,Steady core,0.0972,0.1946,0.0292,1.2042,-0.0001,0.1088,-0.0011,0.0219,0.0828,0.0007
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_837C07F1 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_815FCC11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,30,1,15318.09,1,Steady core,0.0278,0.1096,0.0045,0.4486,-0.0,0.1375,-0.0003,0.0076,0.046,0.0
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_837C07F1 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_FAECA115 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,75,1,5706205.53,1,Steady core,0.6667,50.233,0.5133,0.405,0.0032,0.0696,-0.0464,50.2006,0.9999,-0.6522
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_028C9CCB | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,44,1,2292292.028,0,Promo leaders,0.6042,41.8942,0.845,0.6415,0.015,0.076,-0.5988,18.6411,0.5304,0.7825
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_556A0B88 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,72,1,12959157.2957,0,Promo leaders,0.7188,51.8186,0.9286,0.509,0.0268,0.597,-0.7838,27.4475,0.7395,1.1908
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_77F2E3C1 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,47,1,418592.68,1,Steady core,0.5451,40.478,0.2824,0.4722,0.0176,0.1269,-0.2883,18.9424,0.5166,-0.2308
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_85054D9E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,24,1,5111575.166,1,Steady core,0.9653,55.0287,0.5627,0.3507,-0.0019,0.0793,0.0741,7.8246,0.091,0.2282
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_8D8F1FCE | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,23,1,1810422.7884,1,Steady core,0.6215,25.264,0.5438,0.7548,0.0148,0.2358,-0.388,10.5007,0.4499,-0.0677
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_BC1052E2 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,88,1,3913737.9184,2,Shrinking shelf,0.4132,38.5246,0.5406,0.7529,0.0363,0.0359,-0.9288,9.9009,0.2782,0.2131
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_CD4F119F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,100,1,1903883.846,1,Steady core,0.3438,25.5892,0.681,0.747,-0.0315,0.0613,0.6826,6.7866,0.3543,0.1735
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_D128E4C0 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,35,1,2814140.3168,2,Shrinking shelf,0.8368,38.8434,0.9192,0.6613,0.0313,0.3929,-0.939,15.5743,0.4876,0.0393
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_D1C41E8A | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,64,1,11366566.0274,0,Promo leaders,0.7535,56.2007,1.0075,0.4721,0.0078,0.0904,-0.0733,34.5225,0.7314,1.2295
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_028C9CCB | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,44,1,2612246.8879,1,Steady core,0.6528,31.9125,0.5793,0.6187,0.0145,0.0966,-0.6447,13.2718,0.4496,0.0497
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_30E5B856 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,49,1,1495645.8169,1,Steady core,0.2396,14.2738,1.0468,1.1875,0.0102,0.1044,-0.2935,5.7055,0.6243,-0.1081
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_556A0B88 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,72,1,3222914.5116,0,Promo leaders,0.7222,48.2019,0.8627,0.424,0.003,0.1192,-0.1467,23.551,0.7371,2.888
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_7529AB34 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,58,1,1482986.0702,1,Steady core,0.8333,4.214,0.3616,0.3909,0.0065,0.189,-0.0492,0.2876,0.0527,-0.0967
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_77F2E3C1 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,47,1,3136808.645,2,Shrinking shelf,0.5833,35.4599,0.6013,0.6762,0.0238,0.4357,-0.645,13.0108,0.3998,-0.0524
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_96FC7120 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,36,1,446265.3157,2,Shrinking shelf,0.6076,47.0305,0.3925,0.55,0.0498,0.4825,-0.7816,19.21,0.4674,0.0981
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_D1C41E8A | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,64,1,2065321.5814,0,Promo leaders,0.4965,42.5065,1.1323,0.5,0.0228,0.0719,0.0492,18.5931,0.4525,0.487
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_0311DF10 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,77,1,1156628.1382,2,Shrinking shelf,0.2431,23.8157,0.987,1.1859,0.0299,0.0789,-1.1615,10.7619,0.6248,-0.3415
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_8912C29A | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,79,1,351965.5253,2,Shrinking shelf,0.2986,16.5928,0.514,0.788,0.0687,0.0636,-1.0999,11.6081,0.7111,-0.3469
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_83F6910A | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_F7542FE0 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,27,1,848758.3081,2,Shrinking shelf,0.5694,32.9873,0.7336,0.8774,0.0522,0.1737,-1.7279,7.8774,0.274,-0.1718
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_84118360 | PPG_ATTR6_92B72C5A | PPG_ATTR7_5438D4D5 | PPG_ATTR8_1D3C716A | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,80,1,335469.2,1,Steady core,0.2604,2.1224,0.1595,0.4957,0.0064,0.0452,-0.0205,1.0554,0.5626,-0.1214
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_84118360 | PPG_ATTR6_92B72C5A | PPG_ATTR7_5438D4D5 | PPG_ATTR8_CD2CD891 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,56,1,104550.1,1,Steady core,0.1597,1.131,0.1149,0.7246,0.0022,0.1517,-0.0069,0.4875,0.5654,0.1759
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_8A284A81 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_815FCC11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,30,1,1760071.4733,2,Shrinking shelf,0.5729,26.0655,0.8552,0.9313,0.0181,0.016,-0.7855,1.5612,0.0584,-0.1964
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_8A284A81 | PPG_ATTR6_92B72C5A | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_1D3C716A | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,80,1,341063.09,1,Steady core,0.2535,1.1639,0.2531,0.6564,0.0044,0.0799,-0.0367,0.4043,0.3311,0.0076
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_8A284A81 | PPG_ATTR6_92B72C5A | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_27E24868 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,90,1,3992757.28,1,Steady core,0.6806,2.9661,0.526,0.2739,-0.0097,0.3332,-0.0034,0.4985,0.145,0.1397
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_8A284A81 | PPG_ATTR6_92B72C5A | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_815FCC11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,30,1,823384.976,2,Shrinking shelf,0.5868,34.8063,0.9205,0.8036,0.0406,0.3462,-1.9692,3.3373,0.0349,-0.0747
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_8A284A81 | PPG_ATTR6_92B72C5A | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_EA2917A9 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,20,1,66716.24,2,Shrinking shelf,0.7917,57.9225,0.328,0.4567,0.0379,0.0,-4.5289,34.2303,0.6489,
